title,city,location,bedrooms,price_inr,area_sqft,estimated_monthly_rent,price_lakhs,price_lakhs_psf,down_payment,loan_amount,monthly_emi,effective_emi,total_tax_saved,final_property_value,final_renting_wealth,decision,wealth_difference
"2 BHK Apartment in bellagio, Mumbai",Mumbai,bellagio,2,15821195.0,1443.5,57299,158.21,0.1096,3955299,11865896,91996,83581,2019729,50740716,52957220,RENTING is financially better,2216504
"3 BHK Apartment in dattwadi, Bangalore",Bangalore,dattwadi,3,7155397.0,825.0,26512,71.55,0.0867,1788849,5366548,41607,33732,1889872,22948328,23496995,RENTING is financially better,548667
"3 BHK Apartment in bankar vasti, Mumbai",Mumbai,bankar vasti,3,13677457.0,1343.7,55100,136.77,0.1018,3419364,10258093,79531,71172,2006216,43865458,41555825,BUYING is financially better,2309633
"3 BHK Apartment in malad west, Mumbai",Mumbai,malad west,3,19626662.0,722.0,73551,196.27,0.2718,4906666,14719996,114124,105636,2037002,62945364,63819446,RENTING is financially better,874082
"3 BHK Apartment in andheri east, Mumbai",Mumbai,andheri east,3,24219794.0,1082.5,94724,242.2,0.2237,6054948,18164846,140832,132289,2050341,77676160,75747533,BUYING is financially better,1928627
"2 BHK Apartment in tupe vasti, Mumbai",Mumbai,tupe vasti,2,15366867.0,1418.0,62227,153.67,0.1084,3841717,11525150,89354,80951,2016866,49283624,46444827,BUYING is financially better,2838798
"2 BHK Apartment in dattwadi, Bangalore",Bangalore,dattwadi,2,6895576.0,752.1,27473,68.96,0.0917,1723894,5171682,40096,32278,1876408,22115046,21183006,BUYING is financially better,932040
"2 BHK Apartment in andheri east, Mumbai",Mumbai,andheri east,2,21187896.0,1447.1,74568,211.88,0.1464,5296974,15890922,123202,114696,2041536,67952453,72566650,RENTING is financially better,4614197
"4 BHK Apartment in hinjawadi phase 1, Mumbai",Mumbai,hinjawadi phase 1,4,20097189.0,1439.7,72339,200.97,0.1396,5024297,15072892,116860,108367,2038368,64454408,67608796,RENTING is financially better,3154388
"3 BHK Apartment in electronic city, Bangalore",Bangalore,electronic city,3,22182844.0,1498.5,107889,221.83,0.148,5545711,16637133,128988,120469,2044425,71143386,53330325,BUYING is financially better,17813061
"2 BHK Apartment in palace orchard, Mumbai",Mumbai,palace orchard,2,13224098.0,1191.2,55892,132.24,0.111,3306024,9918074,76895,68547,2003359,42411474,38190089,BUYING is financially better,4221384
"4 BHK Apartment in rakshak nagar, Mumbai",Mumbai,rakshak nagar,4,16546267.0,1338.1,54227,165.46,0.1237,4136567,12409700,96212,87778,2024300,53066120,59711061,RENTING is financially better,6644941
"3 BHK Apartment in midc, Bangalore",Bangalore,midc,3,4326290.0,1614.3,16696,43.26,0.0268,1081572,3244718,25156,18522,1592181,13874998,13700737,BUYING is financially better,174261
"4 BHK Apartment in andheri east, Mumbai",Mumbai,andheri east,4,20919725.0,1629.6,87438,209.2,0.1284,5229931,15689794,121643,113140,2040757,67092392,61158424,BUYING is financially better,5933968
"3 BHK Apartment in yelahanka, Bangalore",Bangalore,yelahanka,3,9822210.0,1173.5,35049,98.22,0.0837,2455552,7366658,57114,48936,1962740,31501158,33274912,RENTING is financially better,1773754
"3 BHK Apartment in indiranagar, Bangalore",Bangalore,indiranagar,3,15430833.0,1489.5,61606,154.31,0.1036,3857708,11573125,89726,81321,2017269,49488772,47306421,BUYING is financially better,2182350
"3 BHK Apartment in indiranagar, Bangalore",Bangalore,indiranagar,3,7002450.0,812.4,33784,70.02,0.0862,1750612,5251838,40717,32874,1882474,22457806,17042284,BUYING is financially better,5415522
"4 BHK Apartment in marathahalli, Bangalore",Bangalore,marathahalli,4,12320787.0,1216.7,49245,123.21,0.1013,3080197,9240590,71642,63333,1994110,39514433,37729758,BUYING is financially better,1784675
"3 BHK Apartment in dattawadi, Mumbai",Mumbai,dattawadi,3,8461011.0,786.3,30342,84.61,0.1076,2115253,6345758,49199,41128,1936975,27135609,28549474,RENTING is financially better,1413866
"3 BHK Apartment in midc, Mumbai",Mumbai,midc,3,8452585.0,724.6,29919,84.53,0.1167,2113146,6339439,49150,41080,1936779,27108585,28819311,RENTING is financially better,1710725
"3 BHK Apartment in goregaon west, Mumbai",Mumbai,goregaon west,3,19093056.0,1289.1,61290,190.93,0.1481,4773264,14319792,111021,102540,2035452,61234017,69876453,RENTING is financially better,8642436
"4 BHK Apartment in tulaja bhawani nagar, Mumbai",Mumbai,tulaja bhawani nagar,4,18997203.0,1359.4,67518,189.97,0.1397,4749301,14247902,110464,101984,2035173,60926604,64562649,RENTING is financially better,3636045
"3 BHK Apartment in patil nagar, Bangalore",Bangalore,patil nagar,3,6884343.0,875.0,29641,68.84,0.0787,1721086,5163257,40031,32215,1875770,22079021,19468202,BUYING is financially better,2610818
"3 BHK Apartment in koregaon park annexe, Bangalore",Bangalore,koregaon park annexe,3,8258175.0,977.7,30963,82.58,0.0845,2064544,6193631,48019,39971,1931456,26485086,26841132,RENTING is financially better,356046
"3 BHK Apartment in mohan nagar co-op society, Mumbai",Mumbai,mohan nagar co-op society,3,12642724.0,1339.1,52542,126.43,0.0944,3160681,9482043,73514,65191,1997614,40546929,37189100,BUYING is financially better,3357829
"4 BHK Apartment in bandra west, Mumbai",Mumbai,bandra west,4,7428585.0,1600.3,26480,74.29,0.0464,1857146,5571439,43195,35269,1902320,23824478,25187033,RENTING is financially better,1362555
"3 BHK Apartment in dattwadi, Bangalore",Bangalore,dattwadi,3,10330415.0,1454.4,48703,103.3,0.071,2582604,7747811,60069,51856,1971160,33131040,26005224,BUYING is financially better,7125817
"4 BHK Apartment in ganga nagar, Bangalore",Bangalore,ganga nagar,4,22159474.0,1341.8,92258,221.59,0.1651,5539868,16619606,128852,120333,2044358,71068435,65057523,BUYING is financially better,6010912
"3 BHK Apartment in dattwadi, Bangalore",Bangalore,dattwadi,3,5906565.0,778.4,27116,59.07,0.0759,1476641,4429924,34345,26819,1806378,18943154,15423696,BUYING is financially better,3519458
"2 BHK Apartment in bandra west, Mumbai",Mumbai,bandra west,2,9797987.0,931.6,35364,97.98,0.1052,2449497,7348490,56973,48796,1962338,31423472,32888013,RENTING is financially better,1464542
"3 BHK Apartment in yelahanka, Bangalore",Bangalore,yelahanka,3,7701182.0,878.6,32643,77.01,0.0877,1925296,5775886,44780,36806,1913781,24698734,22169178,BUYING is financially better,2529555
"2 BHK Apartment in kotwal nagar, Bangalore",Bangalore,kotwal nagar,2,23023781.0,1612.3,96815,230.24,0.1428,5755945,17267836,133877,125349,2046868,73840385,66867113,BUYING is financially better,6973272
"4 BHK Apartment in goregaon west, Mumbai",Mumbai,goregaon west,4,5206640.0,1505.8,21201,52.07,0.0346,1301660,3904980,30275,23057,1732294,16698400,15647634,BUYING is financially better,1050766
"2 BHK Apartment in bandra east, Mumbai",Mumbai,bandra east,2,11951925.0,1266.4,56404,119.52,0.0944,2987981,8963944,69497,61205,1990095,38331443,30044334,BUYING is financially better,8287109
"3 BHK Apartment in bellandur, Bangalore",Bangalore,bellandur,3,3889536.0,1470.5,16194,38.9,0.0265,972384,2917152,22617,16408,1490135,12474269,11418872,BUYING is financially better,1055397
"3 BHK Apartment in electronic city, Bangalore",Bangalore,electronic city,3,10816329.0,1321.4,46510,108.16,0.0819,2704082,8112247,62894,54654,1977734,34689432,30633336,BUYING is financially better,4056097
"3 BHK Apartment in bandra west, Mumbai",Mumbai,bandra west,3,9955060.0,791.5,34283,99.55,0.1258,2488765,7466295,57886,49699,1964941,31927226,34666629,RENTING is financially better,2739403
"3 BHK Apartment in bandra east, Mumbai",Mumbai,bandra east,3,9777592.0,984.3,39010,97.78,0.0993,2444398,7333194,56854,48679,1962000,31358062,29994998,BUYING is financially better,1363064
"2 BHK Apartment in marathahalli, Bangalore",Bangalore,marathahalli,2,2462289.0,875.1,11819,24.62,0.0281,615572,1846717,14318,10047,1024930,7896894,6038603,BUYING is financially better,1858292
"3 BHK Apartment in dattwadi, Mumbai",Mumbai,dattwadi,3,7143430.0,708.8,33299,71.43,0.1008,1785858,5357572,41537,33665,1889296,22909948,18270191,BUYING is financially better,4639757
"4 BHK Apartment in ganga nagar, Bangalore",Bangalore,ganga nagar,4,7474498.0,1724.0,30697,74.74,0.0434,1868624,5605874,43462,35528,1904250,23971728,22264725,BUYING is financially better,1707002
"4 BHK Apartment in bandra east, Mumbai",Mumbai,bandra east,4,15178251.0,1397.4,57328,151.78,0.1086,3794563,11383688,88258,79859,2015677,48678707,49014906,RENTING is financially better,336198
"4 BHK Apartment in indiranagar, Bangalore",Bangalore,indiranagar,4,9509948.0,1118.4,32966,95.1,0.085,2377487,7132461,55298,47141,1957566,30499692,32952688,RENTING is financially better,2452997
"3 BHK Apartment in gujrat colony, Bangalore",Bangalore,gujrat colony,3,5064833.0,729.3,20235,50.65,0.0694,1266208,3798625,29451,22311,1713582,16243606,15516529,BUYING is financially better,727076
"4 BHK Apartment in alkapuri society, Mumbai",Mumbai,alkapuri society,4,17833116.0,1250.7,60738,178.33,0.1426,4458279,13374837,103695,95229,2031793,57193219,62613255,RENTING is financially better,5420036
"2 BHK Apartment in tyni audyogic wasahat, Mumbai",Mumbai,tyni audyogic wasahat,2,12877232.0,1206.2,52469,128.77,0.1068,3219308,9657924,74878,66544,2000167,41299028,38674425,BUYING is financially better,2624602
"3 BHK Apartment in midc, Mumbai",Mumbai,midc,3,16005487.0,1643.5,72671,160.05,0.0974,4001372,12004115,93068,84647,2020891,51331765,42407906,BUYING is financially better,8923859
"3 BHK Apartment in bellandur, Bangalore",Bangalore,bellandur,3,10849107.0,1448.7,51340,108.49,0.0749,2712277,8136830,63085,54843,1978091,34794556,27165445,BUYING is financially better,7629111
"3 BHK Apartment in shree siddhivinayak meera, Mumbai",Mumbai,shree siddhivinayak meera,3,2378958.0,826.5,9722,23.79,0.0288,594740,1784218,13833,9695,993017,7629641,7122896,BUYING is financially better,506745
"3 BHK Apartment in electronic city, Bangalore",Bangalore,electronic city,3,13584977.0,895.1,55221,135.85,0.1518,3396244,10188733,78993,70636,2005633,43568862,40900053,BUYING is financially better,2668809
"3 BHK Apartment in dattwadi, Bangalore",Bangalore,dattwadi,3,2080089.0,768.0,8206,20.8,0.0271,520022,1560067,12095,8467,870853,6671127,6451772,BUYING is financially better,219355
"4 BHK Apartment in whitefield, Bangalore",Bangalore,whitefield,4,10409130.0,1386.4,45972,104.09,0.0751,2602282,7806848,60526,52308,1972464,33383490,28559017,BUYING is financially better,4824473
"3 BHK Apartment in electronic city, Bangalore",Bangalore,electronic city,3,7102813.0,906.2,31996,71.03,0.0784,1775703,5327110,41301,33437,1887338,22779684,19011990,BUYING is financially better,3767694
"2 BHK Apartment in tupe vasti, Bangalore",Bangalore,tupe vasti,2,11304023.0,1292.9,43525,113.04,0.0874,2826006,8478017,65730,57467,1983043,36253533,35873721,BUYING is financially better,379812
"2 BHK Apartment in laxmi vihar, Bangalore",Bangalore,laxmi vihar,2,9791833.0,692.4,36076,97.92,0.1414,2447958,7343875,56937,48761,1962236,31403735,32309819,RENTING is financially better,906084
"2 BHK Apartment in electronic city, Bangalore",Bangalore,electronic city,2,5185675.0,652.8,21190,51.86,0.0794,1296419,3889256,30153,22946,1729849,16631162,15528155,BUYING is financially better,1103007
"5 BHK Apartment in marathahalli, Bangalore",Bangalore,marathahalli,5,3507141.0,1296.3,13988,35.07,0.0271,876785,2630356,20393,14652,1377947,11247876,10762421,BUYING is financially better,485455
"3 BHK Apartment in indiranagar, Bangalore",Bangalore,indiranagar,3,11301341.0,1388.5,45610,113.01,0.0814,2825335,8476006,65714,57452,1983013,36244932,34274084,BUYING is financially better,1970847
"3 BHK Apartment in jijai nagar, Bangalore",Bangalore,jijai nagar,3,4980868.0,693.7,22278,49.81,0.0718,1245217,3735651,28962,21870,1702084,15974318,13453170,BUYING is financially better,2521149
"3 BHK Apartment in sant nagar, Bangalore",Bangalore,sant nagar,3,13568132.0,887.9,60764,135.68,0.1528,3392033,10176099,78895,70539,2005527,43514837,36588160,BUYING is financially better,6926677
"2 BHK Apartment in indiranagar, Bangalore",Bangalore,indiranagar,2,7413265.0,792.2,29651,74.13,0.0936,1853316,5559949,43106,35183,1901676,23775345,22685662,BUYING is financially better,1089683
"3 BHK Apartment in malad west, Mumbai",Mumbai,malad west,3,14543550.0,804.5,49280,145.44,0.1808,3635888,10907662,84567,76185,2011676,46643135,51256274,RENTING is financially better,4613139
"4 BHK Apartment in ashok nagar, Mumbai",Mumbai,ashok nagar,4,18746926.0,1663.1,68573,187.47,0.1127,4686732,14060194,109009,100532,2034447,60123931,62235474,RENTING is financially better,2111542
"4 BHK Apartment in nandanwan society, Bangalore",Bangalore,nandanwan society,4,12580662.0,1426.4,46952,125.81,0.0882,3145166,9435496,73153,64833,1996939,40347887,41055554,RENTING is financially better,707667
"4 BHK Apartment in alkapuri society, Mumbai",Mumbai,alkapuri society,4,5558659.0,1424.5,20861,55.59,0.039,1389665,4168994,32322,24937,1772528,17827372,18052223,RENTING is financially better,224851
"3 BHK Apartment in goregaon west, Mumbai",Mumbai,goregaon west,3,3068612.0,1057.4,10073,30.69,0.029,767153,2301459,17843,12679,1239375,9841454,11061460,RENTING is financially better,1220005
"3 BHK Apartment in malwadi, Bangalore",Bangalore,malwadi,3,8274386.0,1042.5,35401,82.74,0.0794,2068596,6205790,48113,40064,1931920,26537077,23569898,BUYING is financially better,2967178
"4 BHK Apartment in kotwal nagar, Mumbai",Mumbai,kotwal nagar,4,15150315.0,1135.3,54306,151.5,0.1334,3787579,11362736,88095,79697,2015501,48589113,51139381,RENTING is financially better,2550268
"3 BHK Apartment in dattwadi, Bangalore",Bangalore,dattwadi,3,7104047.0,842.0,24173,71.04,0.0844,1776012,5328035,41308,33444,1887397,22783641,24960056,RENTING is financially better,2176415
"3 BHK Apartment in rakshak nagar, Mumbai",Mumbai,rakshak nagar,3,18222923.0,1381.2,70721,182.23,0.1319,4555731,13667192,105962,97491,2032925,58443383,57409289,BUYING is financially better,1034094
"3 BHK Apartment in kharalwadi, Mumbai",Mumbai,kharalwadi,3,17444551.0,1397.1,65164,174.45,0.1249,4361138,13083413,101436,92977,2029962,55947038,56883049,RENTING is financially better,936011
"3 BHK Apartment in andheri west, Mumbai",Mumbai,andheri west,3,8993042.0,797.9,33993,89.93,0.1127,2248260,6744782,52292,44171,1949002,28841904,29021029,RENTING is financially better,179125
"2 BHK Apartment in andheri west, Mumbai",Mumbai,andheri west,2,37195508.0,1411.2,147709,371.96,0.2636,9298877,27896631,216282,207663,2068736,119291033,114630609,BUYING is financially better,4660424
"3 BHK Apartment in indiranagar, Bangalore",Bangalore,indiranagar,3,7808104.0,969.3,34255,78.08,0.0806,1952026,5856078,45402,37409,1918276,25041647,21597023,BUYING is financially better,3444624
"2 BHK Apartment in bandra east, Mumbai",Mumbai,bandra east,2,10326044.0,752.1,39529,103.26,0.1373,2581511,7744533,60043,51830,1971087,33117022,32945022,BUYING is financially better,172000
"2 BHK Apartment in powai, Mumbai",Mumbai,powai,2,12164873.0,1217.5,50420,121.65,0.0999,3041218,9123655,70736,62434,1992413,39014396,35886828,BUYING is financially better,3127568
"2 BHK Apartment in laxmi vihar, Mumbai",Mumbai,laxmi vihar,2,6644489.0,685.0,25792,66.44,0.097,1661122,4983367,38636,30882,1861005,21309776,20928525,BUYING is financially better,381251
"3 BHK Apartment in goregaon west, Mumbai",Mumbai,goregaon west,3,34170375.0,1280.5,125350,341.7,0.2669,8542594,25627781,198692,190082,2066399,109589022,113163864,RENTING is financially better,3574842
"3 BHK Apartment in hinjawadi phase 1, Bangalore",Bangalore,hinjawadi phase 1,3,6503684.0,863.3,24194,65.04,0.0753,1625921,4877763,37817,30100,1852083,20858196,21283451,RENTING is financially better,425255
"3 BHK Apartment in goregaon west, Mumbai",Mumbai,goregaon west,3,8236495.0,758.8,28760,82.36,0.1085,2059124,6177371,47893,39848,1930835,26415555,28381830,RENTING is financially better,1966275
"3 BHK Apartment in saint tukaram nagar, Mumbai",Mumbai,saint tukaram nagar,3,7913903.0,803.5,32268,79.14,0.0985,1978476,5935427,46017,38011,1921598,25380959,23750989,BUYING is financially better,1629970
"3 BHK Apartment in andheri west, Mumbai",Mumbai,andheri west,3,15663787.0,1406.2,60837,156.64,0.1114,3915947,11747840,91081,82669,2018737,50235887,49310792,BUYING is financially better,925095
"2 BHK Apartment in hsr layout, Bangalore",Bangalore,hsr layout,2,6062351.0,817.9,24121,60.62,0.0741,1515588,4546763,35251,27672,1818997,19442781,18647897,BUYING is financially better,794884
"3 BHK Apartment in malwadi, Bangalore",Bangalore,malwadi,3,9173248.0,1346.7,44931,91.73,0.0681,2293312,6879936,53340,45207,1951987,29419849,21813843,BUYING is financially better,7606007
"3 BHK Apartment in electronic city, Bangalore",Bangalore,electronic city,3,5826909.0,832.1,25916,58.27,0.07,1456727,4370182,33882,26387,1798710,18687687,15849244,BUYING is financially better,2838443
"4 BHK Apartment in andheri east, Mumbai",Mumbai,andheri east,4,18691009.0,1400.9,62212,186.91,0.1334,4672752,14018257,108683,100207,2034284,59944598,66724870,RENTING is financially better,6780272
"4 BHK Apartment in dattwadi, Mumbai",Mumbai,dattwadi,4,4209294.0,1114.9,19480,42.09,0.0378,1052324,3156970,24476,17944,1567783,13499776,10873282,BUYING is financially better,2626494
"2 BHK Apartment in shani nagar, Mumbai",Mumbai,shani nagar,2,8082933.0,939.7,36627,80.83,0.086,2020733,6062200,47000,38973,1926438,25923061,21471545,BUYING is financially better,4451516
"3 BHK Apartment in malad west, Mumbai",Mumbai,malad west,3,16657161.0,716.4,66582,166.57,0.2325,4164290,12492871,96857,88420,2024999,53421772,51005225,BUYING is financially better,2416547
"3 BHK Apartment in indiranagar, Bangalore",Bangalore,indiranagar,3,15064199.0,1701.0,60183,150.64,0.0886,3766050,11298149,87594,79199,2014958,48312927,46151486,BUYING is financially better,2161441
"3 BHK Apartment in kotwal nagar, Bangalore",Bangalore,kotwal nagar,3,12309328.0,1409.0,45590,123.09,0.0874,3077332,9231996,71576,63267,1993985,39477682,40435380,RENTING is financially better,957698
